Database ID,Date,Title,Filename,Sub Title,FirstLine,Category,Sub-Category,Sub-Sub_Category,Engineers,Station ID,Summary Description,Comments,Dating Notes
19670819L,"August 19, 1967",MISSING SHOW,,,,Radio,Limelight Show,Missing Show,,,None,,
19670820W,"August 20, 1967",Gene Autrey,1967_08_20_Gene_Autrey.mp3,,,Radio,WOR Show,,,,,Wrong date - no Sunday shows at this time.,
19670826L,"August 26, 1967","Minor League Baseball, Amusement Park Rides, Leave at the Boardwalk.",1967_08_26_1.mp3,,,Radio,Limelight Show,,,Speaking of Chicken - What radio station is this?,"Going back to school meant putting on clean underwear! 

While playing in Class D mior league baseball Shep was struggling with his average. After striking out on a pitch down the middle with a man on second in a tie game, the manager yells out of the dugout ""You know what your problem is? Tight underwear!"" He tells Shep to buy 3 pair of underwear 4 sizes too big. In the following month Shep's average gained 43 points.

At age 13 Shep, Casmir, Esther Jane, and Helen Weathers all go to the amusement park and ride the 'bob', the giant roller coaster. Shep describes how stuff was pulled out of him by centrifugal force, hanging there in midair. It was squirting out of his ears. One old hamburger got caught in his ear. They took 4 rides and after it was all done Casmir had trouble speaking and Shep had forgotten how to spell.

As Corporal T-5 and stationed in Ft Monmouth, Shep and Gasser stand inspection before a weekend pass. Shep decribes having a footlocker with everything glued in place just for inspections. Sgt Kowolski and Lt Cherry make their rounds and after passing inspection and having Lt Cherry comment on how well Shep and Gasser looked, the last thing they see as Kowalski leaves the tent is his hand, flipping a well known salute.

They get their pass and go to Asbury park where they begin following these two girls. Shep and Gasser follow them into a seafood restaurant and the boys eat two rounds of Cherrystone Clams and Lobster followed by dessert and a brandy. It was the first time Shep ate clams. ""If you listen carefully to a bowl of clams you can hear them moaning"". Next they follow the girls to an amusement park and manage to get onto the same ride with them. (Dive Bomber) They sit opposite the girls and after the ride starts, Gasser turns green, and they both loose their lunch. As the clams come out, 'yelling yay!' Shep yells across to the girls - ""Duck!"" Everything he ever ate including pablum came out. Finally they had finished when suddenly one of the girls yells ""Duck!"". As the ride comes to a halt, the attendant looks in at them and says ""Looks like your having fun in there, this one's on me!"" and around they go again.","The ""Tight Underwear"" story was first told on his 5-2-59 WOR show and again on the 5-9-66 show.

Shep says he was in the 3162nd Signal Airborne Mess Kit Repair Battalion and he and Gasser were in the Handle platoon.",
19670831W,"August 31, 1967",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19670901W,"September 1,1967",Bugging Adults,1967_09_01_Bugging_Adults.mp3,,,Radio,WOR Show,,,,,,
19670902L,"September 2, 1967",MISSING SHOW,1967_09_02_Raincoat.mp3,,,Radio,Limelight Show,Missing Show,,,None,,
19670902W,"September 2,1967",Raincoat,1967_09_02_Raincoat.mp3,,,Radio,WOR Show,,,,,"This is not a Limelight Show, so the date is probably wrong.",
19670907W,"September 7, 1967",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19670909L,"September 9, 1967",MISSING SHOW,,,,Radio,Limelight Show,Missing Show,,,None,,
19670916L,"September 16,1967","Mae, The 2nd Grade Stripper",,,,Radio,Limelight Show,,,,Shep tells the story of little Mae Wilson the 2nd grade stripper.,,
19670923L,"September 23, 1967",MISSING SHOW,,,,Radio,Limelight Show,Missing Show,,,None,,
19670926W,"September 26,1967",Look Out  (Closing Words),,,,Radio,WOR Show,,,,,,
19670927W,"September 27, 1967",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19670928W,"September 28, 1967",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19670929W,"September 29,1967",Missed Opportunities - Just Ask!,,,,Radio,WOR Show,,,,,,
19670930L,"September 30, 1967",MISSING SHOW,,,,Radio,Limelight Show,Missing Show,,,None,,
19671003W,"October 3, 1967",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19671004W,"October 4, 1967",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19671007L,"October 7, 1967","Concrete Mexicans / Shep, the Colonel, and Sweetheart Pillows",1967_10_07_Concrete_Mexicans.mp3,,,Radio,Limelight Show,,,,"1st Half Hour
Sex as an art
Swedish Movies
National Art Appreciation Week
Art in grade 4B
Archologists digging up a concrete Mexican

2nd Hour
Army Stories
Putting on a show
Meeting Gassor for the first time
Shep tells the story of how he was in the PX making fun of the ""Sweetheart"" pillows when he realized his Colonel was buying one. Quick to think he bought 2 himself and shoved them into his footlocker. A few weeks later,the Colonel goes through the barracks for inspection, sees Shep and immediately busts him to private. Then he wants to inspect Shep's footlocker. He wants the top tray removed, under which the pillows lie, and Shep stares him right in the eye. The Colonel backs off and heads to the other end of the barracks. A few seconds later and Sgt Kowalskie comes back to Shep and says ""I don't know what you have on the Colonel, but he just made you corporal!",,
19671014L,"October 14, 1967",Judgment Day / Book Report for Miss Bryfogel,1967_10_14_Rubber_Nabiscos_-_Faking_Book_Report_1.mp3,,,Radio,Limelight Show,,,Speaking of Fakes - what radio station is this? WOR,"1st Half Hour
First shaves
Aunt Glen gives Shep a copy of Silas Marner & a pair of bunny slippers for Christmas
Visiting Aunt Berniece & Uncle Roy - stuffing rubber Nabiscos down the radiator
Having instincts about evil - the feeling of being caught
Judgement day with St. Peter

2nd Hour
Huntley and Brinkley
National Oral Hygene Week
Al (""Scut"") Farkas and Grover Dill (Class Bully and Toady - ACS)
Classroom seating - ""Even the fourth grade had a slum""
Miss Breyfogal and Faking Book Reports (See notes)","The book report story appeared in the following:

""Miss Bryfogel And The Case Of The Warbling Cuckold"" - Playboy Aug 1966

""Miss Bryfogel And The Frightening Case Of The Speckle-Throated Cuckold"" - ""In God We Trust. . .""

""My Summer Story"" (Movie - 1992)",
19671018W,"October 18, 1967",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19671021L,"October 21, 1967",Marching Bands and Dead Chickens,1967 10 21_054_LL_Marching_Bands_and_Dead_Chickens.mp3,,,Radio,Limelight Show,,,,"1st Half Hour

Mouth wash, football game commercials, the marching bands.

Shep talks about playing the Sousaphone and skipping practice with Dunker.

2nd Hour

Shep tells about Wilbur Duckworth and the High School Marching Band and the problems of marching in a formation after having missed practice.

Getting into a fight in a bar with a bunch of Marines while on pass.

24 hours of KP and 400 dead chickens",,
19671023W,"October 23, 1967",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19671024W,"October 24, 1967",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19671026W,"October 26, 1967",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19671027W,"October 27, 1967",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19671028L,"October 28, 1967",MISSING SHOW,,,,Radio,Limelight Show,Missing Show,,,None,,
19671030W,"October 30, 1967",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19671031W,"October 31, 1967",Halloween,,,,Radio,WOR Show,,,,,,
19671104L,"November 4, 1967",Jobs / 2nd Lieutenant Shepherd,1967_11_04_A_P_Stockboy_OCS.mp3,,,Radio,Limelight Show,,,,"1st Half Hour
The grasshopper and the ant
National Job Appreciation Week
Getting a job working at the A&P stocking cans of Cambell's Tomato Soup

2nd Hour
Television Commercials
Being in the Army and almost being sent to Officer's Candidate School only to find out there's another Shepherd on base.",,
19671106W,"November 6, 1967",TV Set Dies; Allied Catalog,1967_11_06_Allied_Catalog.mp3,,,Radio,WOR Show,,,,,,
19671111L,"November 11, 1967","Hobbies, Radar, Beer and Tonsils",1967 11 11_054 LL_Hobbies_Radar_Beer_Tonsols.mp3,,,Radio,Limelight Show,,,,"Visiting Grandma
The old man shedding clothes through the kitchen
Lincoln Logs and creative building
'Exotic Post Cards', but the old man gets them first - Shep heals under the daybed
National Cat Week, Oral Hygene Week, Hobby Week
Uncle Al selling suits made from 'cheese cloth'
Shep collected match books as a kid and his mother finds the collection under the basement steps. She sends them to Shep in New York - all 7 bags.

The real stories of what scares Gis - the rumor about the effects of radar on Gis. Gassor goes to town to see if it's true. Zinsmeister proves it's not true and has to get married.
Getting the hometown newspaper - 7 pounds of the Hammond Times.
The 1.7 million dollar radar unit that couldn't find itself.

Shep tells about the time his doctor told his mother to give him a can of beer evernight with supper in order to gain some weight. Shep and the old man become midnight drinking buddies. Shep goes to get his tonsils out.",,
19671118L,"November 18, 1967",Army Movies / Chow in the Mess Hall,1967_11_18_Army_Druid_Army_Movies_Army_Chow.mp3,,,Radio,Limelight Show,,,Speaking of SOS - what radio station is this,"1st Half HOur
Re-enlisting in the Army
""KP"" and ""LO""
Army movies and the parts played by various stars

2nd Half Hour
Officer living vs Enlisted living
The mess hall and the various 'gourmet' dishes
Thanksgiving chow in the mess hall - SOS turkey
Going to the chaplain for a pass","The serial number Shep rattles off his serial number twice during this show is actually his own serial number from when he was in the Army.
(16 098 946)",
19671120W,"November 20, 1967",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19671123W,"November 23, 1967",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19671124W,"November 24, 1967",Hippo,1967_11_24_Hippo_clipped.mp3,,,Radio,WOR Show,,,,,,
19671125L,"November 25, 1967",Boredom in the Army / USO Pass,1967 11 25_054_LLb_Boredom_in_the_Army_USO_Pass.mp3,,,Radio,Limelight Show,,,,"4 letter word written in big boulders in Canada. Constructed by some bored military personnel and able to be seen from the air.
getting into a new outfit and having the CO explain the 'rules'
Getting a pass in the army and going to the USO
Being invited to spend a day with a typical Neosho Missouri family",2nd Hour Only,
196711ddW,1967,"Mismatings Among Ducks, Geese, and Swans. Being Chased by a Goose",,,,Radio,WOR Show,,,,,"Shep plugs an upcoming appearance at Univ. of Pennsylvania's Irvine Auditorium on Dec 4 and mentions there would be no live Limelight show ""this Saturday"". There was a show from the Limelight on Nov 25 (and Dec 9), but NOT on Dec 2. This show MUST be from the week of Nov 27 - Dec 1.","[spiderman] ""Mismatings Among Ducks, Geese & Swans; Being Chased by a Goose"" can, I believe, be tentatively dated. Shep plugs an upcoming appearance at Univ. of Pennsylvania's Irvine Auditorium on Dec 4 and mentions there would be no live Limelight show ""this Saturday"". There was a show from the Limelight on Nov 25 (and Dec 9), but NOT on Dec 2. This show MUST be from the week of Nov 27 - Dec 1."
19671202L,"December 2, 1967",Jean Shepherd at the Limelight,,,,Radio,Limelight Show,,,,,,
19671208W,"December 8, 1967",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19671209L,"December 9, 1967",Sunrise Semester / The New York Woman / Gas Masks,1967 12 09_054_LL_Sunrise_Semester_The_New_York_Woman_Gas_Masks.mp3,,,Radio,Limelight Show,,,Speaking of the shifting tides of change - what radio station is this?,"1st Half Hour
Archeologists digging up an old orange shingle next  to exit 12 of the New Jersey Turnpike
Sunrise Semester and Professor Asenschlager (sp?) 
Everyone should write to the station and tell them what a great show it is and how the enjoy the professor. Soon he will be appearing on Ed Sullivan and have his own show.
Selling products - Holiday gift wrapping
Kid wants BB gun but gets insurance policy instead - ""You'll shoot your eye out""

2nd Hour
Get more out of life - go to a movie
Life in Staten Island, Hackensack, and Goshin, Indiana
The ""New York Woman"" vs the REAL New York Woman

Gas Masks in the army - learning to use a gas mask - the hard way",,
19671211W,"December 11, 1967",Slob Art; Christmas Parties; Burmese Dagger,1967 12 11 Slob Art.mp3,,,Radio,WOR Show,,,,,,
19671213W,"December 13, 1967",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19671214W,"December 14, 1967",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19671215W,"December 15, 1967",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19671219W,"December 19, 1967",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19671225W,"December 25, 1967",Red Ryder,,,,Radio,WOR Show,,,,,,
1967mmddW0725,Unknown,Poetry,,,,Radio,WOR Show,,,,,,
1967mmddW0726,Unknown,"Straws in the Wind, Helen Weathers Falls Off Stage",,,,Radio,WOR Show,,,,,,
1967mmddW0728,Unknown,Bananas,,,,Radio,WOR Show,,,,,,
1967mmddW0729,Unknown,Cheap Cars,,,,Radio,WOR Show,,,,,,
1967mmddW0730,Unknown,Coke and Aspirin,,,,Radio,WOR Show,,,,,,
1967mmddW0731,Unknown,Foul Fowls,,,,Radio,WOR Show,,,,,,
1967mmddW0732,Unknown,"Hobbies, Potatos, etc.",,,,Radio,WOR Show,,,,,,"Currently going through undated 1967 shows & some clues are showing. Case in point: in ""Hobbies, Potatoes, etc."", Shep mentions that it's a Monday. Later, he says that on Wednesday (or two days later), there will be a premiere of a student film at the Annenberg School in Philadelphia called ""Channel 10 - In the Middle Distance"" that he says ""is about my show"". Not only would finding that premiere date allow an accurate dating of this show, it would be interesting to uncover that film!!"
1967mmddW0733,Unknown,Night Maneuvers,,,,Radio,WOR Show,,,,,,
1967mmddW0734,Unknown,Tatoos,,,,Radio,WOR Show,,,,,"1967's ""Tatoos"" can't be from 1967. Shep's station ID identifies WOR-AM and FM. The FM simulcast stopped in July '66. This show is also not the syndicated show of the same name from 1965, although the Long Branch tattoo parlor story is told in that one also.","[spiderman] 1967's ""Tatoos"" can't be from 1967. Shep's station ID identifies WOR-AM and FM. The FM simulcast stopped in July '66. This show is also not the syndicated show of the same name from 1965, although the Long Branch tattoo parlor story is told in that one also."
1967mmddW2955,Unknown,The Philadelphia Gunfight,,,,Radio,WOR Show,,,,,,
1967mmddW2956,Unknown,The Philly Coldsore,,,,Radio,WOR Show,,,,,,
1967mmddW2957,Unknown,The Christmas Monkey,,,,Radio,WOR Show,,,,,,
1967mmddW4662,Unknown,NO TITLE,,,,Radio,WOR Show,,,,,,recorded 3/10/67 {529 - Shifrin]
19680101W,"January 1, 1968",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19680110W,"January 10, 1968",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19680112W,"January 12, 1968",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19680117W,"January 17, 1968",Whoever Thought They Would Be President,1968-01-17_022_Whoever_Thought_They_Would_Be_President.mp3,,I was listening to the President,Radio,WOR Show,,,,,,
19680122W,"January 22, 1968",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19680125W,"January 25, 1968",Radio Shows and Conversations,1968-01-25_022_Radio_Shows_and_Conversations.mp3,,,Radio,WOR Show,,,,,,
19680127W,"January 27, 1968",Flick's Tongue,1968-01-27_022_Flicks_Tongue.mp3,,,Radio,WOR Show,,,,"Shep opens show talking about the previous portion of the show on which he played a recording of a Dayak curse. 

For the rest of the show he goes about telling the story of being a kid and their involvement in kid mythology. There were the believers and non-believers. He talks about  myths such as the poisonous inside of a golf ball, the indelible pencil, bats flying into your hair, swallowing gum will make your stomach stick together,and the tongue myth. 

The tongue myth stated that if, on a very cold day, you placed your tongue on a metal object, it would stick forever. So one day on the way to school Shep, Flick, Schwartz, and Bruner start talking about this and as they pass an iron telephone pole, start to dare one another to try it. Dares led to double dares and then to the double dog dare! Flick walks up and places his tongue right on the pole and it's stuck!! The rest of the kid's run to class leaving Flick behind. Miss Shield's, their teacher finds out, and the fire department is called to solve the problem.","This show is a Saturday night post ""Live at the Limelight"" show. After the Limelight shows ended, he continued on Saturday nights 10:30 until midnight doing an ""in studio"" show.

This show was repeated on April 6, 1972 condensed to a 45 minute format.

This story about Flicks tongue is an early version of the story which ultimately ended up as one of the storylines in ""A Christmas Story"".",
19680129W,"January 29, 1968","People in the News, The Drunk Test, The Lucky Lady Gambler",1968_01_29_Drunk_Test.mp3,,,Radio,WOR Show,,,,,"Shep just did a show for Raritan Valley Hospital at the Middlesex High School the previous Friday.

Has a show 'this Thursday, February 1st' at Seton Hall

Speaks to a caller regarding the Friday show for Raritan and about the Dayak Curse show Shep did on the radio recently. (prev Fri or Sat)",
196801ddW,"January 22,23 or 24 1968",Archie the Cockroach - Worm Lovers vs Bird Lovers,,,,Radio,WOR Show,,,,,,Jan 22 or 23
19680201W,"February 1, 1968",Spy Stories,1968_02_01_Spy_Stories.mp3,,,Radio,WOR Show,,,,,,
19680217W,"February 17, 1968","Versions of Hell: Obscene Bath Mat, Blind Date",,,,Radio,WOR Show,,Larry,,,,"Mentions show at Metuchen ""last night"" which was February 16, 1968"
19680219W,"February 19, 1968",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19680318W,"March 18, 1968",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19680323W,"March 23, 1968",Boles' Wedding,,,,Radio,WOR Show,,Herb Squire,,"It's the first Saturday in spring. Shep reads a letter from a 14 year old Park Ridge New Jersey kid. He get caught writing Flick Lives on the desktop and receives 3 weeks detention.

Scragging season has begun. Shep describes the art of 'scragging'. A bunch of guys driving around in a car on the prowl for chicks. ""Hey baby! Oh Wow! Holy Smokes!""

Next he tells the story of his Polish friend Bolus. Shep, Flick, Schwartz, Bruner, and Bolus would play cards, go to dances, and go scragging together. They were always together and new each others friends. In their senior year of high school word get back to Shep that Bolus is getting married - and no one knows to who! When they finally pin Bolus down, even he doesn't know her - only that her name is Stella. His parents and her parents had met and made the arrangements for them to be married. They finally get to meet Stella and Bolus is a changed man. Very serious, no more ball playing. Right after High School graduation they get married and Shep and the rest of the guys are invited to the wedding where they dance the polka until after 4 in the morning.","Herb Squire is Engineer

Bolus - Bolek Rickowski (sp?)",
19680401W,"April 1, 1968",April Fools Date,,,,Radio,WOR Show,,,,"Being April Fool's Day, Shep tells about the time when he was a kid in school and he gets a note in class from Patty Ramaley (sp.?). In the note she says she is madly in love with him.
 
Shep rushes home excited, deciding not to sell seeds for school that day. He heads to Patty's house and knocks on her door. Her mother answers the door and asks Shep what he wants. He tells her to tell Patty he is here. Patty tells her mother from the next room that they don't need any seeds. Shep is confused and Patty seems to know nothing asking what he wants. He fakes it and asks about the math homework and then leaves.

As he leaves the house, he hears giggling coming from under Patty's porch. Schwartz yells out April fools!","From: Max Schmid 
To: Ron Hardin 
Sent: Sunday, April 08, 2007 6:52 AM
Subject: Re: 1968 was year of april fools show
the international auto show schedule
http://www.pietro-frua.de/new_york.htm
shows it has to be 1968, to agree with the spot that shep ran.
Good detective work! I thought they were always in April.
Max Schmid - Producer - WBAI, NYC 99.5 FM",
19680408W,"April 8, 1968","March on Washington - Rerun from August 29, 1963",,,,Radio,WOR Show,,,,,,
19680408W1,"April 8, 1968",Jean Shepherd,,,,Radio,WOR Show,,,,,,
19680413W,"April 13, 1968",Easter Dinner,,,,Radio,WOR Show,,,,,,
19680427W,"April 27, 1968",Private Sanderson,,,,Radio,WOR Show,,,,,,
196804ddW,Apr/May 1968,Fake Shepherds,,,,Radio,WOR Show,,,"...that's archaic. Which reminds me, this is WOR New York","The Seven Sins

Miss Robinette and Silas Marner

UCLA female flasher during band practice

Mr Melton and the proper pronunciation of 'proteins'

Shep talks about and reads a review of his recent show at Rutgers. One fan accuses him of not being the real Jean Shepherd. Shep 'admits' that there are many Jean Shepherds that do the appearances and radio show, he'sw one of them.

All the good people have moved to the center of the earth.

A literary round table over ham radio with a group of North Bergen, NJ high school students regarding IGWT.

Holy Rollers",,"He mentions IGWT being read in schools so the show is after October 1966
He mentions the Blue Assed Buzzard article in Playboy - September 1967
He mentions ""T.S. Mac"" being published 'next year' In the Dec 1967 Playboy it was said he was just finishing the book, and in the May 1971 issue it is said that the book 'will be published by Doubleday next year' (1972).

He mentions a recent Rutgers appearance - I have one listed for April 15, 1968, but there were others I'm sure. I know of a show recorded at Newark Collage of Engineering (Now NJIT) in 1968 and he mentions T.S. Mac will be published ""this fall"". If I had to make a guess, I would put the date of the show as late April or May of 1968.
[Max] - (1969) 7 Sins, Hippy Flasher, Bombing at Rutgers, Talking to Kids on Ham Radio is the same show as Fake Sheps Apr/May 1968. My original approximation was probably cleared up by clues in the show.

[Jim] Mr Melton - 7th grade geography teacher, led the band and played the flute"
19680501W,"May 1, 1968",Anniversary of  First Ham Licence,,,,Radio,WOR Show,,Bruce,Speaking of flat beer - that reminds me - this is WOR,"Shep says May 01 is the anniversary of his first ham license.

Ray Galumbus Sr gives Shep his first try at ham radio.",,Shep says May 01 is the anniversary of his first ham license.
19680503W,"May 3, 1968","Sopwith Camel, Bonnie & Clyde, Role Reversal",,,,Radio,WOR Show,,,,None,,"[Max - 5/17/17]
Bonnie & Clyde show is Friday May 03, 1968, from news story at end (Braniff 352 crash)"
19680506W,"May 6, 1968","Soggy Coffee cup, Song of India, Pool Pro, Bowling, more pool hustling.",,,,Radio,WOR Show,,,,"Shep promotes the first ""Parade of Humanity"" on upcoming Wednesday.",,
19680517W,"May 17, 1968","Roaches in Florida, Important People",1968 05 17 Roaches.mp3,,,Radio,WOR Show,,,,,,
19680525W,"May 25, 1968",Army Bourbon March,1968_05_25_Army_Hike.mp3,,,Radio,WOR Show,,,,,,
19680528W,"May 28, 1968",Balloon,1968_05_28_Balloon_clipped.mp3,,,Radio,WOR Show,,,,,,
19680611W,"June 11, 1968",Electrical Shocks and Cheating in School,,,,Radio,WOR Show,,,Shock Treatment,"Poems from kids in Rumson, NJ including ""My Desk"", ""The Worm"", and ""Poem to Lima Beans""

Shep relates finding a box with a crank in the basement of an abandoned house 
in the woods with his friends - a very official looking medical case with a list of diseases (colic, scurvy, the ""glunts"", etc.) The number of minutes of electrical shock treatment per day was listed for each ailment! When Schwartz cranked, Flick took off like a $2 sky rocket - a new game was born. They took greater shocks each day, and graduated to holding on to a plug in an electric light socket - then to a Ford spark coil!

Schwartz wires Flick's car with a huge charge, but the gag backfires when Schwartz himself gets the shock!

Shep relates his attempt at cheating on a Chemistry test one Spring day. He penned in enough formulas on the tongue of his denim blue Ked tennis shoes to just squeak by, but a rainstorm during lunch dissolved all the ink into his socks so the notes were gone by the time of the exam.",,
19680615W,"June 15, 1968",Animal Kingdom & Dead Flies,1968_06_15_Animal_Kingdom_and_Dead_Flies.mp3,,,Radio,WOR Show,,,speaking of sick - this is WOR,"Straws in the wind
Naked hitchhiker lady in England
2 women on golf course contronted by naked man in derby
Animals - members of the animal kingdom look upon humans as one of their own species.
The old man and the mouse
The  Saber Tooth Blennie
Flipper makes guest appearance on Gentle Ben
Cockroaches cooked in pork chops
Shep tells the story about getting the car ready for a big date with Dorothy. At the gas station he buys some soda and takes 2 big chugs. He holds the bottle up to the sun and sees that there is an inch and a half of dead flies in the bottom of the bottle. Between the gas station and the beach he stops 512 times to run into the bushes.",,
19680617W,"June 17, 1968",Sounds of WWI Planes,,,,Radio,WOR Show,,,Speaking of fat freddy - this is WOR friends,"""Tonight is the night for machine coo coos""
Tank races in Portland Oregon
Man steals a car in Chicago and drives it into a dealer, has air conditioner installed and 
drives off without paying.
The Sopwith Camel
Shep talks about the various WWI aircraft and how they were constructed.
He plays a record of various WWI engines starting with the Sopwith Camel and talks about how it only had one speed.
He finishes the show saying how sounds should be preserved.","[No Theme]
[No commercials cut at approx 9:00]",
19680618W,"June 18, 1968",Campaign Cliches,1968_06_18_Campaign_Speech_Cliches.mp3,,,Radio,WOR Show,,,"Speaking of the down trodden, friend - this is WOR","Talking with friend Sol about the elections

His friend Fred signs up for election in his district just for fun - and wins! Now he's in Washington talking like a real politician.

Politicians all say the same things - just fill in the blanks.

Shep once wrote down all the cliches used during campaigns and then read them on his show. Came on at midnight, no theme, and began reading them off accompanied by background music, a recording of a big cheering crowd, and a gavel. Went on for 27-1/2 minutes. (Is this ""Fellow Americans"" from the Foibles record?)","[Election night - primaries?]
[Commercials cut]",
19680619W,"June 19, 1968",Vote For The Tiger and Raising Worms,1968 06 19_054_Vote_For_the_Tiger_-_Raising_Worms.mp3,,,Radio,WOR Show,,,"Speaking of in bad tiger, this is WOR right here in the heart of the big mire and the big swamp of AM radio. Boy, they talk about television being a wasteland - Holy Smokes!","""45 minutes to unwind""
Voting for the Esso tiger 
Randy in the Air Force stationed in Burma. One night a tiger gets into the transmitter shack. 
Letters form listeners re. voting for the tiger
Driving along route 206 stops by a stand where a kid is selling worms. He asks the kid how he gets the worms. ""By digging them stupid"" 
Shep tells about how at the age of 10 he developed a method for raising worms using an old Ford spark coil.",[Commercials cut],
19680620W,"June 20, 1968",Exciting Places,1968_06_20_Exciting_Places.mp3,,,Radio,WOR Show,,,,"This is not a cute night
Exciting towns of New Jersey - Flemington, Lambertville, Long Branch, Bound Brook in the spring, and Kearny.
Raid of East Side house of ill repute complete with indoor swimming pool and sauna.
Travel to England and in St. Williboard, Holland villagers storm the local police station. They were protesting the high rate of unemployment.
Shep goes to a New Jersey Drive In. It was a double feature and the second film was ""Weekend Italian Style"".",[Commercials - Playboy/Ollie Hopnoodle - remainder cut out],
19680621W,"June 21, 1968",Krapp's Last Tape,1968_06_21_Krapps_Last_Tape.mp3,,,Radio,WOR Show,,,Speaking of shives - this is WOR,"Samuel Beckett - ""Krapp's Last Tape""
Keeping a diary vs keeping tape recordings
1,000 years from now the things that people ignore today will be studied by historians and archeologists to reconstruct events.
Plays old tape of his show from April 26, 1959 (Jim Macolier (Eng) was going through old tapes)
Signing each other's yearbooks - one listener writes in that the teacher he most hated signed his yearbook ""Best Wishes - Flick Lives"".
Shep talks about his favorite radio show Vic and Sade and recalls one of the episodes where Vic gets an article he wrote published and they spell his name wrong and use the wrong photo.
Shep tells of the time he got his yearbook and his piucture and that of another girl named Shepherd were switched.",[Commercials - Playboy/Ollie Hopnoodle - rest cut out],
19680622W,"June 22, 1968",Dirt Track Racing,1968_06_22_Dirt_Track_Racing.mp3,,,Radio,WOR Show,,,"It is downhill all the way, speaking of - this is WOR","Eating Italian hot dogs and visiting Union Beach, NJ
A salute to a 70 year old lady who jumped off the Staten Island Ferry. She began swimming back and forth and flipped over to float on her back. Finally an Army Corps of Engineers boat pulled her out of the water.
Sings ""Chinatown"" to ""Hindustan"" music
Plagiarism as a kid -a friend does a painting by copying a picture and passing it off as an original. He wins a painting contest.
Midwestern names - Delbert Bumpus, Ima Jean Pearl, Kathy Ledbetter, JXK Smothers

Dirt track racing in Indiana. Going to the fair grounds when he was about 5 or 6 and watching the races. As they are entering the fair grounds, one of the race cars comes flying off the track landing in the hot dog stand. The driver gets out and pushes the car back onto the track.

One day Shep, Flick, Schwartz, and Bruner are watching the races. The lead car blows the engine. The driver jumps out, kicks the car, hits it and walks away in disgust.","[""Happy Saturday to you, happy first day of summer""]
[Commercials - cut out except for Playboy-Ollie]",
19680624W,"June 24, 1968",More on World War II Planes,1968 06 24_054_More_WWII_Plane_Sounds.mp3,,,Radio,WOR Show,,Bob,,"A day of self indulgence
Received 100s of letters about the show he did on 6/17 on WWI aircraft
Discussion of sounds - 17th century man has never experienced the sounds we hear today
Preservation of sounds

Discusses the construction of WWI airplane engines

Plays more recordings of WWI engines",,
19680626W,"June 26, 1968",Peanut Butter Anonymous - Letter from the Rockies,1968_06_26_Peanut_Butter_Anonymous.mp3,,,Radio,WOR Show,,Herb Squire,Speaking of the devil - this is WOR,"The devil is everywhere and only deals with those who are worth corrupting.
Spy from Gimbles writes in about 5 kids who run through the store playing jews harps and yelling 'flick lives' - they are trown out of store.
Green Austin Healy drivingup Madison Ave with 'Excelsior' in big yellow letters written on the side.
Kids and jews harps
Peanut Butter Anonymous - Shep is a member of Peanut Butter Anonymous. Tells about watching TV one night and a commercial for peanut butter comes on. He gets a call from a fellow PBA member and they get each other through it. But Shep goes out to the store and finds other 
fellow sufferers there with jars of PB. He resist the urge and buys an ice pop.
Shep receives letter from another spy who has written from somewhere in the Rockies and describes a good ol' western bar brawl.
He tells of the time he and Randy are out driving in a Jaguar through Kentucky. They get thirsty and stop at a house with a sign ""BEER"". They go into thehouse and the living room has been converted to a bar room with booths off to the side. In one of the booths sit 7 heavy jowled guys who keep eyeing them. A trooper comes in and gets Shep to the side telling him that those guys don't reckon to outsiders, especially ones driving Jaguars. 30 seconds later Shep and Randy are 5 miles out of town.",,
